,PoS,Token
15700,ADV,总是
15701,VERB,指责
15702,PROPN,印度尼西亚
15703,PUNCT,。
15704,PRON,我
15705,VERB,会
15706,VERB,认真
15707,CCONJ,并
15708,VERB,诚实
15709,PART,地
15710,VERB,回答
15711,PRON,你
15712,PUNCT,。
15713,PROPN,Track
15714,PROPN,IR
15715,VERB,是
15716,DET,这项
15717,NOUN,技术
15718,PART,的
15719,NOUN,商业
15720,NOUN,版本
15721,PUNCT,。
15722,VERB,好久不见
15723,PUNCT,。
15724,PROPN,威廉·布莱
15725,VERB,出身
15726,ADP,于
15727,NOUN,1754年
15728,NOUN,9月
15729,NOUN,9日
15730,ADV,但是
15731,ADV,不
15732,VERB,清楚
15733,VERB,是
15734,VERB,在
15735,PRON,哪里
15736,PUNCT,。
15737,NOUN,1974年
15738,PROPN,Chile
15739,PROPN,Durlast
15740,VERB,是
15741,ADV,全
15742,NOUN,白色
15743,PUNCT,。
15744,PUNCT,“
15745,ADV,独立
15746,ADP,给
15747,NOUN,政治家
15748,CCONJ,和
15749,NOUN,平民
15750,VERB,带来
15751,NOUN,改变
15752,PUNCT,。
15753,ADV,真主
15754,VERB,应许
15755,PRON,他们
15756,DET,这等
15757,NOUN,信道
15758,CCONJ,而且
15759,NOUN,行善者
15760,PUNCT,，
15761,X,将
15762,PROPN,蒙赦宥
15763,CCONJ,和
15764,VERB,重大
15765,PART,的
15766,NOUN,报酬
15767,PUNCT,。
15768,DET,这
15769,NUM,颗
15770,NOUN,星出
15771,NOUN,现在
15772,NOUN,西南
15773,NOUN,方时
15774,PUNCT,，
15775,ADV,看起来
15776,ADV,又
15777,VERB,小
15778,ADV,又
15779,VERB,暗
15780,PUNCT,。
15781,VERB,至
15782,NOUN,岔道
15783,PUNCT,，
15784,NOUN,寇
15785,ADV,已
15786,ADP,为
15787,NOUN,周尚文
15788,NOUN,所败
15789,PUNCT,，
15790,NOUN,东走
15791,PUNCT,。
15792,PRON,我
15793,ADV,将要
15794,ADP,在
15795,PRON,这里
15796,VERB,开
15797,PART,一个
15798,NOUN,店
15799,PUNCT,，
15800,PROPN,中国
15801,PART,的
15802,NOUN,人
15803,VERB,会
15804,VERB,来
15805,PRON,这里
15806,VERB,购物
15807,PUNCT,，
15808,ADV,然后
15809,PRON,他们
15810,VERB,会
15811,VERB,感到
15812,NOUN,开心
15813,PUNCT,。
15814,ADP,在
15815,PROPN,维多利亚州
15816,CCONJ,和
15817,NOUN,塔斯马尼亚
15818,PUNCT,，
15819,ADV,这是
15820,NOUN,三月
15821,PART,的
15822,NUM,第二
15823,NUM,个
15824,NOUN,星期一
15825,PUNCT,（
15826,SCONJ,尽管
15827,NOUN,后者
15828,VERB,称之为
15829,NUM,八
15830,NOUN,小时
15831,NUM,一
15832,NUM,天
15833,PUNCT,）
15834,PUNCT,。
15835,PART,之后
15836,PUNCT,，
15837,NOUN,公司
15838,VERB,应
15839,NOUN,国际
15840,NOUN,电信
15841,NOUN,联盟
15842,PART,的
15843,NOUN,要求
15844,VERB,披露
15845,PART,了
15846,NOUN,火焰
15847,NOUN,病毒
15848,PUNCT,。
15849,NOUN,外围
15850,NUM,七
15851,NOUN,国中
15852,PART,的
15853,NUM,五
15854,NOUN,国
15855,ADV,后来
15856,VERB,加入
15857,PART,了
15858,PROPN,欧洲
15859,DET,各
15860,NOUN,共同体
15861,PUNCT,。
15862,ADJ,基本
15863,PART,的
15864,NOUN,现实
15865,ADV,很
15866,VERB,清楚
15867,PUNCT,：
15868,ADJ,好的
15869,NOUN,社会
15870,VERB,必须
15871,VERB,接受
15872,NOUN,男性
15873,CCONJ,和
15874,NOUN,女性
15875,ADP,如
15876,PRON,其
15877,NOUN,所
15878,VERB,是
15879,PUNCT,。
15880,VERB,这是
15881,NUM,两
15882,NUM,个
15883,PUNCT,“
15884,NOUN,硬性
15885,PUNCT,”
15886,VERB,限制
15887,PUNCT,。
15888,PUNCT,（
15889,DET,此
15890,NOUN,阶段
15891,ADV,仅
15892,ADP,在
15893,NOUN,专业
15894,NOUN,心理
15895,ADJ,健康
15896,NOUN,人员
15897,PART,的
15898,ADJ,临床
15899,NOUN,评估
15900,CCONJ,和
15901,NOUN,判断
15902,PART,的
15903,ADJ,临终
15904,NOUN,阶段
15905,PART,前
15906,VERB,开始
15907,PUNCT,。
15908,NOUN,吉本
15909,ADP,在
15910,NOUN,当晚
15911,VERB,有着
15912,NUM,一些
15913,ADJ,严重
15914,PART,的
15915,NOUN,问题
15916,PUNCT,。
15917,PRON,它
15918,VERB,基于
15919,PROPN,BFS
15920,PUNCT,，
15921,ADV,但
15922,VERB,包含
15923,NUM,许多
15924,ADJ,新
15925,NOUN,特性
15926,PUNCT,。
15927,PRON,他
15928,ADV,没有
15929,VERB,要求
15930,NOUN,空中
15931,VERB,支援
15932,PUNCT,。
15933,PRON,他
15934,NOUN,现在
15935,ADP,在
15936,PROPN,CNN
15937,VERB,工作
15938,PUNCT,。
15939,DET,其余
15940,PART,的
15941,NUM,4.
15942,PUNCT,9%
15943,ADV,则
15944,VERB,归类
15945,VERB,为
15946,PUNCT,“
15947,DET,其他
15948,NOUN,亚裔
15949,PUNCT,”
15950,PUNCT,。
15951,NUM,许多
15952,NOUN,字
15953,ADP,经过
15954,PROPN,ROT
15955,NUM,13
15956,VERB,转换
15957,PART,后
15958,PUNCT,，
15959,VERB,会
15960,VERB,产生
15961,DET,另
15962,NUM,一个
15963,NOUN,字
15964,PUNCT,。
15965,ADV,大约
15966,NUM,20
15967,NOUN,-
15968,NUM,30
15969,NUM,名
15970,NOUN,叛军
15971,ADP,于
15972,NOUN,1958年
15973,NOUN,12月
15974,X,被
15975,VERB,杀
15976,PUNCT,。
15977,ADP,通过
15978,PROPN,Lotus
15979,NUM,6
15980,PART,的
15981,ADJ,持续
15982,NOUN,成功
15983,PUNCT,，
15984,PRON,他
15985,VERB,开始
15986,VERB,销售
15987,DET,这些
15988,NOUN,汽车
15989,PART,的
15990,NOUN,套件
15991,PUNCT,。
15992,VERB,这是
15993,DET,一个
15994,NOUN,左派党
15995,ADP,在
15996,PROPN,萨尔瓦多
15997,NOUN,历史
15998,PART,上
15999,PART,的
16000,NUM,第一
16001,NUM,场
16002,NOUN,胜利
16003,PUNCT,。
16004,ADP,在
16005,NOUN,1963年
16006,PRON,他
16007,VERB,表明
16008,DET,这种
16009,NOUN,结构
16010,PART,的
16011,ADJ,确切
16012,NOUN,数目
16013,VERB,是
16014,NUM,28
16015,NUM,种
16016,PUNCT,。
16017,PROPN,Horowitz
16018,ADV,还
16019,VERB,指出
16020,NUM,三分之二
16021,PART,的
16022,NOUN,家庭
16023,VERB,没有
16024,NOUN,热水
16025,PUNCT,，
16026,ADV,而且
16027,NUM,三分之一
16028,ADV,始终
16029,VERB,没有
16030,NOUN,自来水
16031,PUNCT,。
16032,PROPN,美国
16033,NOUN,国际
16034,NOUN,开发署
16035,CCONJ,和
16036,PROPN,千年
16037,NOUN,挑战
16038,NOUN,公司
16039,ADV,曾
16040,VERB,称
16041,PRON,他们
16042,ADV,不
16043,VERB,确定
16044,PRON,他们
16045,ADV,是否
16046,VERB,包含
16047,NOUN,其中
16048,PUNCT,。
16049,PROPN,Space
16050,NOUN,Ex
16051,NOUN,po
16052,VERB,是
16053,PROPN,ESTEC
16054,PART,的
16055,NOUN,参观者
16056,NOUN,中心
16057,PUNCT,。
16058,PRON,她
16059,ADV,显然
16060,VERB,是
16061,VERB,想
16062,CCONJ,和
16063,ADJ,真正
16064,PART,的
16065,NOUN,男朋友
16066,ADV,一起
16067,VERB,过
16068,VERB,正常
16069,PART,的
16070,NOUN,生活
16071,PUNCT,。
16072,DET,这
16073,NUM,所
16074,NOUN,医院
16075,VERB,接受
16076,CCONJ,并
16077,VERB,治疗
16078,PART,了
16079,NUM,9003
16080,NUM,名
16081,NOUN,患者
16082,PUNCT,。
16083,NOUN,当时
16084,PRON,我们
16085,VERB,告诉
16086,NOUN,兰斯
16087,PRON,他
16088,VERB,有
16089,NUM,百分之20
16090,CCONJ,到
16091,NUM,50
16092,PART,的
16093,NOUN,可能
16094,PUNCT,，
16095,ADV,主要
16096,VERB,是
16097,ADP,为了
16098,ADP,给
16099,PRON,他
16100,VERB,希望
16101,PUNCT,。
16102,NOUN,6月
16103,NOUN,15日
16104,PUNCT,，
16105,NOUN,殖民者
16106,NOUN,安全
16107,NOUN,委员会
16108,VERB,得知
16109,NOUN,英国人
16110,PART,的
16111,NOUN,计划
16112,PUNCT,。
16113,NOUN,仪式
16114,VERB,结束
16115,PART,后
16116,PUNCT,，
16117,ADJ,新
16118,NOUN,神父们
16119,X,将
16120,PRON,他们
16121,PART,的
16122,NUM,第一
16123,NUM,个
16124,VERB,祝福
16125,VERB,给
16126,PRON,他们
16127,PART,的
16128,NOUN,父母
16129,PUNCT,。
16130,PROPN,欧盟
16131,NOUN,委员会
16132,ADV,还
16133,VERB,审查
16134,PROPN,欧盟
16135,NOUN,立法
16136,CCONJ,和
16137,DET,其他
16138,PROPN,欧盟
16139,NOUN,提议
16140,PUNCT,，
16141,CCONJ,并
16142,VERB,进行
16143,NOUN,调查
16144,PUNCT,。
16145,ADP,作为
16146,DET,一个
16147,VERB,有
16148,NOUN,竞争力
16149,PART,的
16150,NOUN,节日
16151,PUNCT,，
16152,PRON,它
16153,ADV,也
16154,X,被
16155,VERB,称为
16156,PUNCT,“
16157,PROPN,克里斯奖
16158,PUNCT,”
16159,PUNCT,（
16160,DET,The
16161,NOUN,Chris
16162,NOUN,Awards
16163,PUNCT,）
16164,PUNCT,。
16165,ADV,随后
16166,PUNCT,，
16167,PRON,他
16168,VERB,选择
16169,ADP,在
16170,VERB,婚前
16171,ADP,于
16172,NOUN,1485年
16173,NOUN,10月
16174,NOUN,30日
16175,VERB,加冕
16176,PUNCT,。
16177,PROPN,芬兰
16178,ADP,在
16179,PROPN,阿富汗
16180,CCONJ,和
16181,PROPN,科索沃
16182,ADV,一直
16183,VERB,是
16184,NUM,个
16185,ADJ,积极
16186,NOUN,参与者
16187,PUNCT,。
16188,PROPN,乌克兰
16189,NOUN,政府
16190,VERB,必须
16191,VERB,确保
16192,VERB,终结
16193,DET,这种
16194,NOUN,暴力
16195,NOUN,行为
16196,PUNCT,。
16197,PRON,我
16198,ADV,不是
16199,VERB,指
16200,VERB,来自
16201,PROPN,威斯康辛州
16202,PART,的
16203,NOUN,参议员
16204,PUNCT,。
16205,ADV,而
16206,PRON,它们
16207,ADV,有时
16208,X,被
16209,VERB,称为
16210,X,M
16211,NOUN,1937
16212,CCONJ,或
16213,PROPN,巴西
16214,NOUN,合同型
16215,VERB,M1917
16216,PUNCT,。
16217,ADV,事实上
16218,PUNCT,，
16219,PRON,它
16220,VERB,可能
16221,VERB,是
16222,ADJ,唯一
16223,VERB,独特
16224,ADP,于
16225,PROPN,新加坡
16226,PART,的
16227,NOUN,东西
16228,PUNCT,。
16229,ADV,但
16230,ADV,有时
16231,PRON,我
16232,VERB,坐
16233,ADP,在
16234,DET,这
16235,NOUN,议会
16236,NOUN,厅
16237,PART,里
16238,PUNCT,，
16239,PRON,我
16240,VERB,怀疑
16241,PRON,自己
16242,VERB,是否
16243,X,被
16244,VERB,允许
16245,VERB,成为
16246,NOUN,马来西亚人
16247,PUNCT,。
16248,ADV,仅
16249,VERB,有
16250,NUM,极少数
16251,NOUN,诺贝尔奖
16252,NOUN,得主
16253,VERB,来自
16254,NOUN,共产主义
16255,NOUN,国家
16256,PUNCT,。
16257,VERB,限制
16258,ADV,不
16259,VERB,限于
16260,NOUN,玩具
16261,PUNCT,。
16262,ADV,同时
16263,PUNCT,","
16264,NUM,第比利斯
16265,VERB,为
16266,ADJ,职业
16267,NOUN,体育
16268,VERB,开发
16269,PART,了
16270,VERB,必要
16271,PART,的
16272,NOUN,体育
16273,NOUN,基础
16274,NOUN,设施
16275,PUNCT,。
16276,ADP,在
16277,NOUN,1978年
16278,PUNCT,，
16279,PRON,他们
16280,VERB,有
16281,PART,了
16282,ADV,一个
16283,NOUN,女儿
16284,NOUN,Asako
16285,PUNCT,。
16286,NOUN,(思
16287,VERB,高本
16288,PROPN,)
16289,PUNCT,:
16290,PRON,你们
16291,VERB,应
16292,ADV,永远
16293,VERB,信赖
16294,VERB,上主
16295,PUNCT,，
16296,ADP,因为
16297,NOUN,上主
16298,VERB,是
16299,VERB,永固
16300,PART,的
16301,NOUN,磐石
16302,PUNCT,。
16303,VERB,一般
16304,PART,地
16305,PUNCT,，
16306,ADV,不
16307,ADV,一定
16308,VERB,有
16309,ADV,d∇
16310,NUM,2
16311,NOUN,=
16312,NUM,0
16313,PUNCT,。
16314,ADV,所以
16315,NOUN,δ
16316,ADV,将
16317,VERB,大于
16318,NOUN,δ
16319,PUNCT,，
16320,ADV,这是
16321,DET,一个
16322,NOUN,矛盾
16323,PUNCT,。
16324,NOUN,区域
16325,NOUN,贸易
16326,NOUN,安排
16327,VERB,有
16328,PRON,自己
16329,PART,的
16330,NOUN,保障
16331,NOUN,措施
16332,VERB,规定
16333,PUNCT,。
16334,NOUN,2003年
16335,CCONJ,和
16336,NOUN,2005年
16337,PUNCT,，
16338,ADP,由于
16339,NOUN,安全
16340,NOUN,方面
16341,PART,的
16342,NOUN,考虑
16343,PUNCT,。
16344,ADV,但是
16345,PUNCT,，
16346,ADV,至少
16347,VERB,有
16348,NUM,两
16349,NUM,个
16350,NOUN,数据库
16351,VERB,表明
16352,VERB,可能
16353,VERB,存在
16354,ADV,更
16355,NUM,多
16356,PART,的
16357,NOUN,物种
16358,PUNCT,。
16359,PROPN,艾文斯
16360,PART,之
16361,NOUN,死
16362,VERB,留下
16363,PART,了
16364,NUM,两
16365,NUM,个
16366,ADV,没有
16367,VERB,回答
16368,PART,的
16369,NOUN,问题
16370,PUNCT,。
16371,VERB,有
16372,NOUN,问题
16373,PART,的
16374,NOUN,关系
16375,ADV,总是
16376,PRON,我们
16377,NOUN,当前
16378,NOUN,生活
16379,PART,中
16380,PART,的
16381,NUM,一部分
16382,PUNCT,。
16383,NOUN,1963年
16384,NOUN,11月
16385,NOUN,1日
16386,PART,的
16387,DET,这
16388,NUM,场
16389,NOUN,政变
16390,ADV,不
16391,VERB,会
16392,VERB,是
16393,ADJ,最后
16394,NUM,一
16395,NUM,次
16396,NOUN,政变
16397,PUNCT,”
16398,PUNCT,。
16399,PRON,他
16400,ADV,还
16401,VERB,说
16402,PROPN,土耳其
16403,ADV,不
16404,VERB,会
16405,ADV,屈服于
16406,ADP,在
16407,NOUN,社会
16408,PART,中
16409,VERB,传播
16410,NOUN,分裂
16411,PART,的
16412,NOUN,努力
16413,PUNCT,。
16414,ADP,自从
16415,NOUN,那时
16416,PUNCT,，
16417,DET,整个
16418,NOUN,地区
16419,VERB,分享
16420,PRON,其
16421,NOUN,首府
16422,PART,的
16423,NOUN,命运
16424,PUNCT,。
16425,ADP,在
16426,PROPN,拉脱维亚
16427,CCONJ,和
16428,PROPN,立陶宛
16429,PUNCT,，
16430,NOUN,森林
16431,NOUN,兄弟
16432,NOUN,老兵们
16433,VERB,获得
16434,PART,了
16435,NUM,一
16436,ADJ,小
16437,NOUN,笔养
16438,PROPN,老金
16439,PUNCT,。
16440,SCONJ,尽管
16441,VERB,如此
16442,PUNCT,，
16443,VERB,有
16444,NUM,三
16445,NUM,个
16446,ADJ,高加索
16447,NOUN,国家
16448,ADV,已
16449,VERB,表示
16450,PUNCT,，
16451,PRON,他们
16452,VERB,终有
16453,NUM,一
16454,NUM,天
16455,VERB,会
16456,VERB,考虑
16457,VERB,申请
16458,VERB,加入
16459,PROPN,欧盟
16460,PUNCT,，
16461,ADV,特别是
16462,VERB,格鲁吉亚
16463,PUNCT,。
16464,VERB,是
16465,VERB,指
16466,VERB,害怕
16467,NOUN,真主
16468,PART,的
16469,NOUN,惩罚
16470,PUNCT,，
16471,ADV,因而
16472,ADV,虔诚
16473,VERB,守戒
16474,PUNCT,。
16475,NOUN,冷战
16476,VERB,结束
16477,PART,时
16478,PUNCT,，
16479,NOUN,红十字
16480,NOUN,国际
16481,NOUN,委员会
16482,PART,的
16483,NOUN,工作
16484,ADV,实际上
16485,VERB,变得
16486,ADV,更为
16487,VERB,危险
16488,PUNCT,。
16489,PROPN,墨西哥
16490,NOUN,移民法
16491,VERB,继续
16492,VERB,授予
16493,NOUN,菲律宾人
16494,PART,的
16495,ADJ,特殊
16496,NOUN,地位
16497,PUNCT,。
16498,NOUN,粮农
16499,NOUN,组织
16500,VERB,声称
16501,NOUN,2009年
16502,NOUN,10月
16503,PART,的
16504,NUM,三
16505,NUM,项
16506,NOUN,活动
16507,ADP,为
16508,NOUN,首脑
16509,NOUN,会议
16510,VERB,奠定
16511,NOUN,基础
16512,PUNCT,。
16513,NOUN,战略
16514,NOUN,商品
16515,PUNCT,，
16516,VERB,如核
16517,NOUN,技术
16518,PUNCT,，
16519,ADV,仍
16520,ADP,以
16521,ADJ,双边
16522,NOUN,方式
16523,VERB,进行
16524,NOUN,贸易
16525,PUNCT,，
16526,ADV,而
16527,ADV,不是
16528,ADP,在
16529,ADJ,多边
16530,PART,的
16531,ADJ,公开
16532,NOUN,市场
16533,PART,上
16534,VERB,进行
16535,NOUN,贸易
16536,PUNCT,。
16537,VERB,根据
16538,PRON,S
16539,PUNCT,.
16540,PROPN,Lammers
16541,CCONJ,和
16542,NOUN,A
16543,PUNCT,.
16544,NOUN,Verhey
16545,PART,的
16546,NOUN,观点
16547,PUNCT,，
16548,ADV,大约
16549,NUM,80％
16550,PART,的
16551,NOUN,美国人
16552,ADV,最终
16553,ADV,不
16554,VERB,会
16555,VERB,死
16556,ADP,在
16557,PRON,他们
16558,PART,的
16559,NOUN,家中
16560,PUNCT,，
16561,ADV,而是
16562,ADP,在
16563,DET,全
16564,NOUN,控
16565,NOUN,机构
16566,PART,中
16567,PUNCT,。
16568,DET,该
16569,PROPN,BECCS
16570,NOUN,技术
16571,ADV,也
16572,VERB,可以
16573,VERB,聘用
16574,ADP,在
16575,DET,这些
16576,NOUN,工业
16577,NOUN,过程
16578,PUNCT,。
16579,NOUN,臧洪
16580,NOUN,有一手
16581,VERB,下名
16582,VERB,为
16583,PROPN,陈容
16584,PUNCT,，
16585,ADP,于
16586,NOUN,城破
16587,PART,之前
16588,X,被
16589,NOUN,臧洪派
16590,PART,了
16591,VERB,出去
16592,PUNCT,。
16593,ADP,对于
16594,PROPN,英国
16595,PUNCT,，
16596,ADV,这是
16597,VERB,确保
16598,ADV,一个
16599,PROPN,地中海
16600,NOUN,基地
16601,PART,的
16602,NOUN,机会
16603,PUNCT,。
16604,ADP,当
16605,NOUN,使用者
16606,VERB,删除
16607,NOUN,cookie
16608,PART,时
16609,PUNCT,，
16610,PRON,他们
16611,ADV,通常
16612,ADV,同时
16613,VERB,删除
16614,NUM,第一
16615,NOUN,方
16616,CCONJ,与
16617,PROPN,第三方
16618,PART,的
16619,NOUN,cookie
16620,PUNCT,。
16621,ADV,最
16622,VERB,重要
16623,PART,的
16624,VERB,是
16625,PUNCT,，
16626,PRON,它
16627,ADV,直接
16628,VERB,导致
16629,PART,了
16630,PROPN,美利坚合众国
16631,PART,的
16632,NOUN,成立
16633,PUNCT,。
16634,PRON,他
16635,X,把
16636,NOUN,钱
16637,VERB,存在
16638,NOUN,西方
16639,PUNCT,，
16640,PRON,他
16641,ADP,在
16642,NOUN,西方
16643,PART,的
16644,DET,所有
16645,NOUN,资金
16646,ADV,都
16647,VERB,有
16648,NOUN,可能
16649,VERB,暴露
16650,ADP,在
16651,NOUN,资产
16652,VERB,冻结
16653,CCONJ,和
16654,VERB,没收
16655,PART,之下
16656,PUNCT,。
16657,NOUN,外国
16658,ADP,在
16659,NOUN,经济
16660,NOUN,援助
16661,NOUN,方面
16662,VERB,变得
16663,ADV,更加
16664,VERB,慷慨
16665,PUNCT,，
16666,PROPN,美国
16667,ADP,在
16668,NOUN,1971年
16669,VERB,恢复
16670,PART,了
16671,ADP,对
16672,PROPN,海地
16673,PART,的
16674,NOUN,援助
16675,NOUN,计划
16676,PUNCT,。
16677,PRON,他
16678,PRON,以下
16679,NOUN,笔
16680,ADV,敏捷
16681,VERB,知名
16682,PUNCT,，
16683,VERB,受诏
16684,NOUN,辄成
16685,PUNCT,，
16686,NOUN,故
16687,PART,所
16688,VERB,作
16689,ADV,颇
16690,VERB,多
16691,PUNCT,。
16692,ADP,在
16693,PROPN,印度尼西亚
16694,CCONJ,和
16695,PROPN,马来西亚
16696,PUNCT,，
16697,NOUN,E
16698,PUNCT,.
16699,NOUN,longifolia
16700,ADV,已
16701,X,被
16702,ADV,广泛
16703,VERB,商业化
16704,PUNCT,。
16705,PRON,这
16706,ADV,将
16707,VERB,是
16708,,一个
16709,ADJ,印第安屏
16710,NOUN,障国
16711,PUNCT,。
16712,ADP,在
16713,DET,另
16714,NUM,一
16715,NUM,次
16716,NOUN,采访
16717,PART,中
16718,PUNCT,，
16719,PRON,他
16720,VERB,提到
16721,ADJ,彼得
16722,PART,的
16723,NOUN,声音
16724,VERB,是
16725,ADV,最
16726,VERB,难配
16727,PART,的
16728,PUNCT,。
16729,NOUN,1997年
16730,ADJ,全国
16731,NOUN,环境
16732,NOUN,政策
16733,VERB,是
16734,PROPN,坦桑尼亚
16735,NOUN,环境
16736,NOUN,决策
16737,PART,的
16738,NOUN,框架
16739,PUNCT,。
16740,NOUN,SVDK
16741,PART,的
16742,ADJ,有效
16743,NOUN,射程
16744,X,被
16745,VERB,列为
16746,PUNCT,“
16747,ADV,约
16748,NUM,600
16749,NUM,米
16750,PUNCT,”
16751,PUNCT,。
16752,PROPN,Teddy
16753,PART,的
16754,NOUN,双胞胎
16755,NOUN,Noah
16756,PUNCT,，
16757,ADV,则
16758,ADV,健康
16759,VERB,出生
16760,PUNCT,。
16761,NOUN,公民
16762,NOUN,教育
16763,VERB,会
16764,VERB,形塑
16765,VERB,自由
16766,CCONJ,且
16767,VERB,有
16768,NOUN,责任
16769,PART,的
16770,NOUN,公民
16771,PUNCT,，
16772,ADV,而
16773,ADJ,非
16774,NOUN,革命
16775,NOUN,份子
16776,PUNCT,。
16777,PRON,我
16778,VERB,记得
16779,PROPN,伯特兰·罗素
16780,VERB,告诉
16781,PRON,我
16782,NUM,一个
16783,ADJ,可怕
16784,PART,的
16785,NOUN,梦
16786,PUNCT,。
16787,PRON,这
16788,ADV,反过来
16789,VERB,带来
16790,PART,了
16791,NOUN,平台
16792,NOUN,依赖性
16793,NOUN,问题
16794,PUNCT,。
16795,PRON,那年
16796,NOUN,夏天
16797,PUNCT,，
16798,PRON,她
16799,ADV,首次
16800,VERB,立志
16801,VERB,成为
16802,NOUN,政治家
16803,PUNCT,，
16804,CCONJ,而
16805,ADV,非
16806,ADV,曾经
16807,VERB,想要
16808,VERB,当
16809,PART,的
16810,NOUN,医生
16811,PUNCT,。
16812,PUNCT,”
16813,NOUN,Los
16814,PROPN,Angeles
16815,PROPN,Times
16816,PUNCT,（
16817,PROPN,洛杉矶
16818,NOUN,时报
16819,PUNCT,）
16820,VERB,支持
16821,NUM,39号
16822,NOUN,提案
16823,PUNCT,。
16824,PRON,她
16825,VERB,说
16826,PUNCT,，
16827,NOUN,药物
16828,VERB,改善
16829,PART,了
16830,PRON,她
16831,PART,的
16832,NOUN,情绪
16833,PUNCT,，
16834,CCONJ,并
16835,VERB,增加
16836,PART,了
16837,PRON,她
16838,PART,的
16839,NOUN,胃口
16840,PUNCT,。
16841,NOUN,10月
16842,NOUN,25日
16843,PUNCT,：
16844,NUM,11
16845,NUM,个
16846,PROPN,欧盟
16847,NOUN,国家
16848,CCONJ,和
16849,NUM,3
16850,NUM,个
16851,VERB,非
16852,PROPN,欧盟
16853,NOUN,国家
16854,PART,的
16855,NOUN,首脑
16856,ADP,在
16857,PROPN,布鲁塞尔
16858,VERB,召开
16859,ADJ,紧急
16860,NOUN,会议
16861,PUNCT,，
16862,VERB,讨论
16863,NOUN,移民
16864,NOUN,危机
16865,PUNCT,。
16866,ADV,每月
16867,ADV,大约
16868,NUM,20
16869,NUM,位
16870,ADJ,新
16871,NOUN,开发者
16872,VERB,贡献
16873,PRON,他们
16874,PART,的
16875,NUM,第一
16876,NUM,行
16877,NOUN,代码
16878,PUNCT,。
16879,PRON,它
16880,ADP,于
16881,NOUN,4月
16882,NOUN,11日
16883,ADP,在
16884,DET,同一
16885,NOUN,地区
16886,ADV,再
16887,VERB,布设
16888,PART,了
16889,NUM,150
16890,NUM,枚
16891,NOUN,水雷
16892,PUNCT,。
16893,DET,这
16894,NUM,对
16895,NOUN,环境
16896,VERB,是
16897,ADV,不
16898,VERB,负
16899,NOUN,责任
16900,PART,的
16901,PUNCT,-
16902,ADV,而且
16903,VERB,是
16904,VERB,行不通
16905,PART,的
16906,PUNCT,。
16907,DET,所有
16908,PROPN,意大利
16909,NOUN,冠军
16910,PUNCT,-
16911,NOUN,1923
16912,PUNCT,-
16913,NUM,2013
16914,PUNCT,。
16915,NOUN,Love
16916,PUNCT,","
16917,PROPN,David
16918,PUNCT,","
16919,PUNCT,《
16920,NOUN,A
16921,PROPN,Call
16922,NOUN,To
16923,NOUN,Arms
16924,PUNCT,》
16925,PUNCT,。
16926,DET,这
16927,NUM,一
16928,NOUN,数字
16929,ADP,在
16930,NOUN,2002年
16931,VERB,增长
16932,VERB,到
16933,NUM,10
16934,PUNCT,.
16935,INTJ,3%
16936,PUNCT,，
16937,NOUN,水污染
16938,VERB,带来
16939,PART,的
16940,NOUN,经济
16941,NOUN,损失
16942,PUNCT,（
16943,NOUN,6.1%
16944,PUNCT,）
16945,VERB,开始
16946,VERB,超过
16947,NOUN,空气
16948,NOUN,污染
16949,VERB,带来
16950,PART,的
16951,NOUN,经济
16952,NOUN,损失
16953,PUNCT,。
16954,PRON,这
16955,VERB,使得
16956,NOUN,系统
16957,VERB,做好
16958,PART,了
16959,NOUN,运营
16960,PART,的
16961,NOUN,准备
16962,PUNCT,。
16963,DET,该
16964,NOUN,系统
16965,ADV,将
16966,VERB,会
16967,VERB,取代
16968,PROPN,ILAW
16969,CCONJ,及
16970,PROPN,LAW
16971,NUM,80
16972,PUNCT,。
16973,NOUN,NTVDM
16974,VERB,支持
16975,PROPN,DOS
16976,NUM,5.
16977,NUM,0
16978,NOUN,API
16979,PUNCT,。
16980,PRON,这
16981,VERB,可以
16982,VERB,帮助
16983,PRON,我们
16984,VERB,了解
16985,ADV,为什么
16986,PRON,我们
16987,VERB,在
16988,PRON,这里
16989,PUNCT,”
16990,PUNCT,。
16991,NOUN,可能性
16992,ADP,为
16993,ADV,直接
16994,VERB,参与
16995,PUNCT,。
16996,ADV,然而
16997,PUNCT,，
16998,ADP,在
16999,DET,此
17000,NOUN,期间
17001,PUNCT,，
17002,PRON,它
17003,ADV,也
17004,VERB,经历
17005,PART,了
17006,ADJ,一定
17007,NOUN,程度
17008,PART,的
17009,NOUN,繁荣
17010,PUNCT,。
17011,ADP,在
17012,DET,这种
17013,NOUN,情况
17014,PART,下
17015,PUNCT,，
17016,NOUN,个人
17017,PART,的
17018,NOUN,行动
17019,ADV,只
17020,VERB,受
17021,PRON,他们
17022,NOUN,个人
17023,PART,的
17024,NOUN,权力
17025,CCONJ,和
17026,NOUN,良心
17027,PART,所
17028,VERB,约束
17029,PUNCT,。
17030,DET,这个
17031,NOUN,土地
17032,PUNCT,，
17033,ADV,所以
17034,PRON,他
17035,NOUN,​​们
17036,VERB,神圣
