translation
"{'en': 'In 1835 he met and befriended Taras Shevchenko.', 'fr': 'En juillet 1835 il rencontre et se lie avec Taras Chevtchenko.'}"
"{'en': 'Outside the USSR Constructivism has often been seen as an alternative more radical modernism and its legacy can be seen in designers as diverse as Team 10 Archigram and Kenzo Tange as well as in much Brutalist work.', 'fr': ""En dehors de l'U.R.S.S. le Constructivisme fut souvent vu comme un Modernisme alternatif et plus radical et son influence se voit dans des productions aussi diverses que celle du Team X Archigram Kenzo Tange et beaucoup d'œuvres brutalistes.""}"
"{'en': 'Morale within the Tower is low; the vindication of Sturm has led to a split between the low-ranking Knights of the Crown and the higher ranks led by Derek and Markenin.', 'fr': ""Le moral à l'intérieur de la tour est au plus bas la disculpation de Sturm a conduit à la création de deux camps entre les chevaliers de la couronne de rangs moindre et ceux de hauts rangs menés par Derek et Markenin.""}"
"{'en': 'In fact Walker had deceived McKinley telling him that new notes were actually renewals of matured ones.', 'fr': ""En réalité Walker avait trompé McKinley en lui disant que les nouveaux emprunts étaient des renouvellement d'anciennes créances.""}"
"{'en': 'Due to various scandals with some of the male members in late 2010 MBK Entertainment decided to debut a female sub-unit F-ve Dolls in February 2011 consisting of the group female members and a new member Eunkyo.', 'fr': 'À cause de plusieurs scandales impliquant certains membres masculins fin 2010 MBK Entertainment a décidé de créer la sous-unité féminine F-ve Dolls en février 2011 et ont ajouté une nouvelle membre nommée Eunkyo.'}"
"{'en': '23 July 2002 – In late January a test was performed to remove the ""haze"" from the narrow-angle camera lens by heating it.', 'fr': ""23 juillet : à la fin janvier un test fut réalisé pour faire disparaître la brume de l'objectif de la caméra à angle étroit en le réchauffant.""}"
"{'en': 'Beginning in June the band embarked on a large American tour opening up for Mindless Self Indulgence and sharing shows with Julien-K Fake Shark - Real Zombie! London After Midnight and Combichrist.', 'fr': 'À partir du 17 juin ils partent en tournée avec Mindless Self Indulgence Julien-K Fake Shark - Real Zombie! et Combichrist.'}"
"{'en': 'The intake has six sluices and six forced to feed six turbine/generator of SAXO type.', 'fr': 'La prise d’eau comporte six pertuis et six conduites forcées permettant l’alimentation des six groupes turbines-alternateurs de type Kaplan.'}"
"{'en': 'The principle of imperial seclusion is a tradition that was codified by Mehmed II in 1477 and 1481 in the Kanunname Code which regulated the rank order of court officials the administrative hierarchy and protocol matters.', 'fr': 'Il a été codifié par Mehmed II en 1477 et 1481 dans le code Kanunname qui régissait la préséance des fonctionnaires de la cour la hiérarchie administrative et les questions de protocole.'}"
"{'en': ""The group then started an international The Occupied Europe Tour '83 with the group The Last Few Days which included sixteen dates in eight Eastern and Western European countries."", 'fr': ""Le groupe se lance dans une tournée internationale The Occupied Europe Tour '83 avec The Last Few Days qui comprend huit dates dans des pays d'Europe de l'Est et de l'Ouest.""}"
"{'en': 'In 2007 Toscano wrote that he lost his faith ""like losing your eyesight after an accident.""', 'fr': 'En 2007 Toscano a écrit qu\'il a perdu la foi "" comme la perte de la vue après un accident.""'}"
"{'en': 'The events in Nazi Germany also attracted attention from the United States.', 'fr': ""Les événements en Allemagne nazie attirent également l'attention des États-Unis.""}"
"{'en': 'Araki graduated from the Imperial Japanese Army Academy in November 1897 and was commissioned as a second lieutenant in June of the following year.', 'fr': ""Il sort diplômé de l'académie de l'armée impériale japonaise en novembre 1897 et est nommé sous-lieutenant en juin de l'année suivante.""}"
"{'en': ""The only one of Margaret's three children to survive childhood Anne inherited the Clifford estates after her mother died in 1616."", 'fr': 'Seule survivante parmi les trois enfants de Margaret les deux autres étant morts enfants Anne hérita des domaines Clifford après la mort de sa mère en 1616.'}"
"{'en': 'O\'Boyle became a Member of the Order of Australia in the 2015 Australia Day honours for ""significant service to music as a composer conductor musician performer and musical director.""', 'fr': ""Sean O'Boyle est nommé membre de l'Ordre d'Australie en 2015 pour « service important rendu à la musique en tant que compositeur chef d'orchestre musicien interprète et directeur musical » .""}"
"{'en': ""Both formalisms are Turing complete and thus equivalent to Noam Chomsky's unrestricted grammars which are sometimes called semi-Thue grammars."", 'fr': 'Les deux formalismes sont Turing-complets et sont donc équivalents aux grammaires de type 0 de la hiérarchie de Chomsky qui parfois sont appelées grammaires de semi-Thue.'}"
"{'en': 'On the December 5 episode of Raw Eric Bischoff was (kayfabe) ""fired"" as General Manager when Vince McMahon tossed him into a garbage truck - following a ""trial"" where his history of unscrupulous actions were listed - and had him driven out of the arena.', 'fr': 'Bischoff était « renvoyé » de son poste de manager général à la fin 2005 quand Vince McMahon l\'envoyait dans un camion à ordures - à la suite d\'un ""procès"" où ses histoires et actions peu scrupuleuses étaient listées - et se déroulait en dehors de l\'aréna.'}"
"{'en': 'While not specifically designed for long-distance flights the Universal was suitable for pioneering work.', 'fr': ""S'il ne fut pas spécifiquement conçu pour les vols longue distance l'Universal n'en fut pas moins un appareil bien adapté au travail de pionnier.""}"
"{'en': 'It had drift chambers a time-of-flight system an electromagnetic calorimeter and a muon chamber system.', 'fr': ""Il disposait de chambres à dérive d'un système de temps de vol d'un calorimètre électromagnétique et d'un système de chambre à muons.""}"
"{'en': 'After he spent one week being tortured in the fortress Melkī along with hundreds of other Christian prisoners from Mardin were forced to walk kilometers outside the town towards the desert to be killed.', 'fr': ""Après une semaine de torture dans la forteresse Léonard Melki et des centaines d'autres prisonniers chrétiens de Mardin furent contraints de parcourir des kilomètres à pied hors de la ville et vers le désert afin d'être exécutés.""}"
"{'en': 'The canton was established by a legislative decree of November 4 1862.', 'fr': 'Le canton a été créé par un décret-loi du 4 novembre 1862.'}"
"{'en': 'This convention was allegedly broken by first the Lewis government of New South Wales and then by the Bjelke-Petersen government of Queensland who both filled Labor vacancies with an independent and a Labor member opposed to the Whitlam government respectively.', 'fr': 'Cette convention aurait été brisée par les premiers ministres Lewis du gouvernement de la Nouvelle-Galles du Sud puis Bjelke-Petersen du Queensland qui ont tous deux remplacé un sénateur travailliste ayant laissé son poste vacant par un sénateur indépendant pour le premier et un sénateur travailliste mais opposé aux idées défendues par le gouvernement Whitlam pour le second.'}"
"{'en': 'On 12 April Banza presented his case before a military tribunal at Camp de Roux where he admitted to his plan but stated that he had not planned to kill Bokassa.', 'fr': ""Le 12 avril Banza fut présenté devant un tribunal militaire à Camp de Roux où il avoua son plan tout en affirmant qu'il n'avait jamais eu l'intention de tuer Bokassa.""}"
"{'en': ""In 2017 he was named the Texans' starting kicker over Nick Novak."", 'fr': 'En 2017 il est nommé kicker titulaire des Texans devant Nick Novak.'}"
"{'en': ""Copying of prints was already a large and accepted part of the printmaking culture but no prints were copied as frequently as Dürer's."", 'fr': ""Copier des estampes était accepté et était déjà une grande partie de la culture de l'impression mais aucune ne l'était aussi fréquemment que celles de l'Allemand.""}"
"{'en': 'When Nazi Germany attacked Greece the RHN suffered heavily at the hands of the Luftwaffe with 25 ships including the old battleship now artillery training ship Kilkis and the hulk of her sister Lemnos lost within a few days in April 1941.', 'fr': ""Mais quand l'Allemagne nazie attaque la Grèce la marine hellénique subit de lourdes pertes de la part de la Luftwaffe dont 25 navires y compris l'ancien cuirassé devenu navire-école d'artillerie le Kilkis et son jumeau le Lemnos (navire) (en) tous perdus en quelques jours en avril 1941.""}"
"{'en': 'They become capable of forming intimate reciprocal relationships (e.g. through close friendships or marriage) and willingly make the sacrifices and compromises that such relationships require.', 'fr': 'Ces relations peuvent être durables (amitié proche mariage…) et ils peuvent faire preuve des sacrifices et des compromis nécessaires à ce type de relation.'}"
"{'en': 'During World War II the factory served as repair shop for the German Luftwaffe.', 'fr': ""Durant la Seconde Guerre mondiale l'usine servit d'atelier de réparation pour la Luftwaffe allemande.""}"
"{'en': 'Early in 1460 during the Wars of the Roses Richard Plantagenet made a bid for the throne.', 'fr': ""Au début de l'année 1460 pendant la guerre des Deux-Roses Richard Plantagenet fit une offre pour accéder au trône.""}"
"{'en': 'He succeeded General Gordon Granger as commander of the District of New Mexico (which included New Mexico Territory) in 1876 negotiated a treaty with the Ute Indians in 1880 and became widely known as an Indian fighter.', 'fr': 'Il succède au général Gordon Granger en tant que commandant du district du Nouveau-Mexique (qui comprend le territoire du Nouveau-Mexique) en 1876 négocie un traité avec les Indiens Ute en 1880 et devient largement connu comme un combattant des Indiens.'}"
"{'en': 'The former was first written for her 15-year-old niece in 1773 but by 1800 it had been through at least 16 editions.', 'fr': ""Le premier de ces ouvrages est tout d'abord écrit pour sa nièce âgée de 15 ans en 1773 mais dès 1800 il a connu au moins seize éditions.""}"
"{'en': 'ITV Yorkshire formerly Yorkshire Television broadcasts from the Leeds Studios on Kirkstall Road.', 'fr': 'ITV Yorkshire anciennement Yorkshire Television émet depuis les studios de Leeds sur Kirkstall Road.'}"
